#
# Optical constants of amorphous carbon ACH2
# from Zubko et al. (1996)
# extended to the hard X ray region by V.Z.
#
# wavelength         n - 1             k
#    um
#
8.35480380e-01  7.73125911e-01  2.01095992e-01
8.39161307e-01  7.72980871e-01  2.00995543e-01
8.42858452e-01  7.72846466e-01  2.00893857e-01
8.46571886e-01  7.72707306e-01  2.00796295e-01
8.50301680e-01  7.72584434e-01  2.00745707e-01
8.54047907e-01  7.72496252e-01  2.00695322e-01
8.57810639e-01  7.72429053e-01  2.00644975e-01
8.61589948e-01  7.72379793e-01  2.00594758e-01
8.65385908e-01  7.72346895e-01  2.00543974e-01
8.69198593e-01  7.72330137e-01  2.00493386e-01
8.73028075e-01  7.72332873e-01  2.00442838e-01
8.76874428e-01  7.72361966e-01  2.00384762e-01
8.80737728e-01  7.72389825e-01  2.00282798e-01
8.84618049e-01  7.72393469e-01  2.00190601e-01
8.88515466e-01  7.72412955e-01  2.00139851e-01
8.92430053e-01  7.72472599e-01  2.00078550e-01
8.96361888e-01  7.72539410e-01  1.99977486e-01
9.00311045e-01  7.72597324e-01  1.99876756e-01
9.04277601e-01  7.72657875e-01  1.99776104e-01
9.08261633e-01  7.72724920e-01  1.99675469e-01
9.12263217e-01  7.72804571e-01  1.99573944e-01
9.16282432e-01  7.72900987e-01  1.99459102e-01
9.20319354e-01  7.72992386e-01  1.99307423e-01
9.24374062e-01  7.73066615e-01  1.99155648e-01
9.28446634e-01  7.73133826e-01  1.99002668e-01
9.32537149e-01  7.73196153e-01  1.98850117e-01
9.36645686e-01  7.73255345e-01  1.98697736e-01
9.40772324e-01  7.73312422e-01  1.98545749e-01
9.44917142e-01  7.73368379e-01  1.98393933e-01
9.49080222e-01  7.73424774e-01  1.98242479e-01
9.53261644e-01  7.73487937e-01  1.98091193e-01
9.57461488e-01  7.73555416e-01  1.97920325e-01
9.61679835e-01  7.73597807e-01  1.97719274e-01
9.65916768e-01  7.73607989e-01  1.97538263e-01
9.70172367e-01  7.73616691e-01  1.97386167e-01
9.74446715e-01  7.73633235e-01  1.97234377e-01
9.78739896e-01  7.73649740e-01  1.97082775e-01
9.83051991e-01  7.73664173e-01  1.96930647e-01
9.87383084e-01  7.73674415e-01  1.96777746e-01
9.91733258e-01  7.73679549e-01  1.96625952e-01
9.96102599e-01  7.73680020e-01  1.96475278e-01
1.00049119e+00  7.73674719e-01  1.96323950e-01
1.00489912e+00  7.73660595e-01  1.96171969e-01
1.00932646e+00  7.73635300e-01  1.96021939e-01
1.01377331e+00  7.73592064e-01  1.95873727e-01
1.01823976e+00  7.73534831e-01  1.95749897e-01
1.02272588e+00  7.73483856e-01  1.95650204e-01
1.02723177e+00  7.73441908e-01  1.95550078e-01
1.03175751e+00  7.73399278e-01  1.95449507e-01
1.03630318e+00  7.73351271e-01  1.95348487e-01
1.04086889e+00  7.73287761e-01  1.95247045e-01
1.04545471e+00  7.73214297e-01  1.95172555e-01
1.05006073e+00  7.73159783e-01  1.95121403e-01
1.05468705e+00  7.73114285e-01  1.95039930e-01
1.05933375e+00  7.73026384e-01  1.94936771e-01
1.06400092e+00  7.72912949e-01  1.94900000e-01
1.06868866e+00  7.72834549e-01  1.94900000e-01
1.07339705e+00  7.72772302e-01  1.94862058e-01
1.07812618e+00  7.72666439e-01  1.94809636e-01
1.08287615e+00  7.72549768e-01  1.94838981e-01
1.08764704e+00  7.72478783e-01  1.94886578e-01
1.09243895e+00  7.72424842e-01  1.94900000e-01
1.09725198e+00  7.72344366e-01  1.94900000e-01
1.10208621e+00  7.72251256e-01  1.94941081e-01
1.10694174e+00  7.72159517e-01  1.94989503e-01
1.11181866e+00  7.72077105e-01  1.95076798e-01
1.11671707e+00  7.72029034e-01  1.95174542e-01
1.12163706e+00  7.71993415e-01  1.95240605e-01
1.12657873e+00  7.71932498e-01  1.95295355e-01
1.13154216e+00  7.71862516e-01  1.95391281e-01
1.13652747e+00  7.71794162e-01  1.95490629e-01
1.14153474e+00  7.71739744e-01  1.95636693e-01
1.14656407e+00  7.71729622e-01  1.95787031e-01
1.15161556e+00  7.71730127e-01  1.95892743e-01
1.15668930e+00  7.71701441e-01  1.95993838e-01
1.16178540e+00  7.71673285e-01  1.96144206e-01
1.16690395e+00  7.71671576e-01  1.96297143e-01
1.17204505e+00  7.71688733e-01  1.96451991e-01
1.17720880e+00  7.71735250e-01  1.96603831e-01
1.18239530e+00  7.71779584e-01  1.96698561e-01
1.18760465e+00  7.71781195e-01  1.96792876e-01
1.19283696e+00  7.71783077e-01  1.96945737e-01
1.19809231e+00  7.71830866e-01  1.97101694e-01
1.20337082e+00  7.71883425e-01  1.97198108e-01
1.20867259e+00  7.71906825e-01  1.97294100e-01
1.21399771e+00  7.71917437e-01  1.97400366e-01
1.21934630e+00  7.71913825e-01  1.97509527e-01
1.22471845e+00  7.71914119e-01  1.97656630e-01
1.23011426e+00  7.71942253e-01  1.97802304e-01
1.23553386e+00  7.71966876e-01  1.97911077e-01
1.24097732e+00  7.71964344e-01  1.98026870e-01
1.24644477e+00  7.71965097e-01  1.98176409e-01
1.25193631e+00  7.71988256e-01  1.98317161e-01
1.25745205e+00  7.71997040e-01  1.98417734e-01
1.26299208e+00  7.71964831e-01  1.98527271e-01
1.26855652e+00  7.71919996e-01  1.98679441e-01
1.27414548e+00  7.71874619e-01  1.98841976e-01
1.27975906e+00  7.71845662e-01  1.99046599e-01
1.28539738e+00  7.71848506e-01  1.99235223e-01
1.29106053e+00  7.71832235e-01  1.99377189e-01
1.29674864e+00  7.71756387e-01  1.99534298e-01
1.30246180e+00  7.71689279e-01  1.99794742e-01
1.30820014e+00  7.71676947e-01  2.00043968e-01
1.31396376e+00  7.71658801e-01  2.00254005e-01
1.31975277e+00  7.71610170e-01  2.00488319e-01
1.32556729e+00  7.71577631e-01  2.00779630e-01
1.33140742e+00  7.71581110e-01  2.01064435e-01
1.33727328e+00  7.71588860e-01  2.01331525e-01
1.34316499e+00  7.71590107e-01  2.01609042e-01
1.34908266e+00  7.71600495e-01  2.01905306e-01
1.35502639e+00  7.71624731e-01  2.02202065e-01
1.36099632e+00  7.71657600e-01  2.02500992e-01
1.36699254e+00  7.71697682e-01  2.02800357e-01
1.37301519e+00  7.71744287e-01  2.03101922e-01
1.37906436e+00  7.71797081e-01  2.03403962e-01
1.38514019e+00  7.71855946e-01  2.03708144e-01
1.39124279e+00  7.71921201e-01  2.04012926e-01
1.39737228e+00  7.71993547e-01  2.04319701e-01
1.40352877e+00  7.72075211e-01  2.04627292e-01
1.40971238e+00  7.72176303e-01  2.04936635e-01
1.41592324e+00  7.72290028e-01  2.05213232e-01
1.42216146e+00  7.72375381e-01  2.05453315e-01
1.42842716e+00  7.72427407e-01  2.05722171e-01
1.43472047e+00  7.72501378e-01  2.06037020e-01
1.44104151e+00  7.72605754e-01  2.06317790e-01
1.44739040e+00  7.72692164e-01  2.06562070e-01
1.45376725e+00  7.72750419e-01  2.06816034e-01
1.46017221e+00  7.72795401e-01  2.07082915e-01
1.46660538e+00  7.72836447e-01  2.07367468e-01
1.47306689e+00  7.72884010e-01  2.07665551e-01
1.47955687e+00  7.72940136e-01  2.07965211e-01
1.48607545e+00  7.73007925e-01  2.08265936e-01
1.49262274e+00  7.73077158e-01  2.08540212e-01
1.49919888e+00  7.73114940e-01  2.08792998e-01
1.50580400e+00  7.73124905e-01  2.09076641e-01
1.51243821e+00  7.73135328e-01  2.09382580e-01
1.51910165e+00  7.73146888e-01  2.09690416e-01
1.52579445e+00  7.73142022e-01  2.09998926e-01
1.53251674e+00  7.73130414e-01  2.10344555e-01
1.53926864e+00  7.73137832e-01  2.10707456e-01
1.54605030e+00  7.73152124e-01  2.11053977e-01
1.55286182e+00  7.73143528e-01  2.11393908e-01
1.55970336e+00  7.73120822e-01  2.11770366e-01
1.56657505e+00  7.73100340e-01  2.12162455e-01
1.57347700e+00  7.73083650e-01  2.12577000e-01
1.58040937e+00  7.73072118e-01  2.13002822e-01
1.58737228e+00  7.73066500e-01  2.13447238e-01
1.59436586e+00  7.73058285e-01  2.13895763e-01
1.60139026e+00  7.73057221e-01  2.14387088e-01
1.60844560e+00  7.73081404e-01  2.14889831e-01
1.61553203e+00  7.73122266e-01  2.15397216e-01
1.62264968e+00  7.73162457e-01  2.15904300e-01
1.62979869e+00  7.73217254e-01  2.16457904e-01
1.63697919e+00  7.73309943e-01  2.17020430e-01
1.64419133e+00  7.73437991e-01  2.17588772e-01
1.65143525e+00  7.73618133e-01  2.18155988e-01
1.65871108e+00  7.73814706e-01  2.18649641e-01
1.66601896e+00  7.73982886e-01  2.19135148e-01
1.67335905e+00  7.74158226e-01  2.19656292e-01
1.68073147e+00  7.74386022e-01  2.20180976e-01
1.68813637e+00  7.74630587e-01  2.20630177e-01
1.69557390e+00  7.74867254e-01  2.21074654e-01
1.70304419e+00  7.75098852e-01  2.21477445e-01
1.71054740e+00  7.75322555e-01  2.21876067e-01
1.71808367e+00  7.75533205e-01  2.22232094e-01
1.72565313e+00  7.75724919e-01  2.22583950e-01
1.73325595e+00  7.75886465e-01  2.22891535e-01
1.74089226e+00  7.75985225e-01  2.23195727e-01
1.74856222e+00  7.76056209e-01  2.23554405e-01
1.75626597e+00  7.76123815e-01  2.23912516e-01
1.76400366e+00  7.76172152e-01  2.24274985e-01
1.77177544e+00  7.76189864e-01  2.24639105e-01
1.77958146e+00  7.76177909e-01  2.25030862e-01
1.78742187e+00  7.76112500e-01  2.25428354e-01
1.79529683e+00  7.76042275e-01  2.25955187e-01
1.80320648e+00  7.76012381e-01  2.26483626e-01
1.81115098e+00  7.75986222e-01  2.27031509e-01
1.81913048e+00  7.75943492e-01  2.27592602e-01
1.82714513e+00  7.75920434e-01  2.28245830e-01
1.83519510e+00  7.75945530e-01  2.28897885e-01
1.84328053e+00  7.75985060e-01  2.29556792e-01
1.85140159e+00  7.76020611e-01  2.30232435e-01
1.85955842e+00  7.76103942e-01  2.30999206e-01
1.86775119e+00  7.76276349e-01  2.31745393e-01
1.87598006e+00  7.76468902e-01  2.32424963e-01
1.88424518e+00  7.76643603e-01  2.33109807e-01
1.89254672e+00  7.76843440e-01  2.33838186e-01
1.90088483e+00  7.77092879e-01  2.34556455e-01
1.90925967e+00  7.77367222e-01  2.35247897e-01
1.91767142e+00  7.77658594e-01  2.35936817e-01
1.92612022e+00  7.77985180e-01  2.36624778e-01
1.93460625e+00  7.78356088e-01  2.37285339e-01
1.94312966e+00  7.78747423e-01  2.37887997e-01
1.95169063e+00  7.79146783e-01  2.38459433e-01
1.96028931e+00  7.79531210e-01  2.38966012e-01
1.96892588e+00  7.79889327e-01  2.39473341e-01
1.97760050e+00  7.80262598e-01  2.39984245e-01
1.98631334e+00  7.80659974e-01  2.40448348e-01
1.99506456e+00  7.81038898e-01  2.40837798e-01
2.00385434e+00  7.81382891e-01  2.41201453e-01
2.01268285e+00  7.81682101e-01  2.41513425e-01
2.02155025e+00  7.81924087e-01  2.41819187e-01
2.03045672e+00  7.82115654e-01  2.42116357e-01
2.03940242e+00  7.82255893e-01  2.42420886e-01
2.04838755e+00  7.82349563e-01  2.42738192e-01
2.05741225e+00  7.82398337e-01  2.43072721e-01
2.06647672e+00  7.82393596e-01  2.43425242e-01
2.07558113e+00  7.82339931e-01  2.43830537e-01
2.08472564e+00  7.82251832e-01  2.44287689e-01
2.09391045e+00  7.82141963e-01  2.44812220e-01
2.10313572e+00  7.82015981e-01  2.45394847e-01
2.11240163e+00  7.81886890e-01  2.46069164e-01
2.12170837e+00  7.81806794e-01  2.46844675e-01
2.13105612e+00  7.81795752e-01  2.47655349e-01
2.14044504e+00  7.81839368e-01  2.48495201e-01
2.14987533e+00  7.81940451e-01  2.49363259e-01
2.15934717e+00  7.82119409e-01  2.50257303e-01
2.16886074e+00  7.82376304e-01  2.51127559e-01
2.17841623e+00  7.82712193e-01  2.51981616e-01
2.18801381e+00  7.83102914e-01  2.52745753e-01
2.19765368e+00  7.83509639e-01  2.53455185e-01
2.20733602e+00  7.83920563e-01  2.54102465e-01
2.21706101e+00  7.84339537e-01  2.54715724e-01
2.22682886e+00  7.84748737e-01  2.55243462e-01
2.23663973e+00  7.85123019e-01  2.55733237e-01
2.24649384e+00  7.85459218e-01  2.56174947e-01
2.25639135e+00  7.85744735e-01  2.56590960e-01
2.26633248e+00  7.85981394e-01  2.56994938e-01
2.27631740e+00  7.86170764e-01  2.57393512e-01
2.28634631e+00  7.86315087e-01  2.57795479e-01
2.29641941e+00  7.86405208e-01  2.58197559e-01
2.30653688e+00  7.86450870e-01  2.58640992e-01
2.31669894e+00  7.86451061e-01  2.59097243e-01
2.32690576e+00  7.86428887e-01  2.59637077e-01
2.33715755e+00  7.86416288e-01  2.60199453e-01
2.34745451e+00  7.86403312e-01  2.60785697e-01
2.35779684e+00  7.86368575e-01  2.61375109e-01
2.36818473e+00  7.86327225e-01  2.62034662e-01
2.37861839e+00  7.86305015e-01  2.62710898e-01
2.38909801e+00  7.86294101e-01  2.63409556e-01
2.39962381e+00  7.86279513e-01  2.64109004e-01
2.41019598e+00  7.86272209e-01  2.64860073e-01
2.42081473e+00  7.86290063e-01  2.65616031e-01
2.43148027e+00  7.86321448e-01  2.66380370e-01
2.44219279e+00  7.86356606e-01  2.67142819e-01
2.45295251e+00  7.86398168e-01  2.67927374e-01
2.46375963e+00  7.86443387e-01  2.68710552e-01
2.47461437e+00  7.86506420e-01  2.69535894e-01
2.48551693e+00  7.86625323e-01  2.70363499e-01
2.49646753e+00  7.86757539e-01  2.71116992e-01
2.50746637e+00  7.86871813e-01  2.71863928e-01
2.51851367e+00  7.86962693e-01  2.72572103e-01
2.52960964e+00  7.86997747e-01  2.73275371e-01
2.54075450e+00  7.87009695e-01  2.74036507e-01
2.55194846e+00  7.87020732e-01  2.74796516e-01
2.56319174e+00  7.87012290e-01  2.75566291e-01
2.57448455e+00  7.86955305e-01  2.76337755e-01
2.58582712e+00  7.86891811e-01  2.77217509e-01
2.59721966e+00  7.86857828e-01  2.78096252e-01
2.60866239e+00  7.86822449e-01  2.78994896e-01
2.62015553e+00  7.86761951e-01  2.79901319e-01
2.63169931e+00  7.86712028e-01  2.80908611e-01
2.64329395e+00  7.86698074e-01  2.81919114e-01
2.65493968e+00  7.86718006e-01  2.82985926e-01
2.66663671e+00  7.86787449e-01  2.84050636e-01
2.67838528e+00  7.86903113e-01  2.85126521e-01
2.69018561e+00  7.87078901e-01  2.86174430e-01
2.70203792e+00  7.87243060e-01  2.87115433e-01
2.71394246e+00  7.87341413e-01  2.88061709e-01
2.72589944e+00  7.87420757e-01  2.89052048e-01
2.73790911e+00  7.87496918e-01  2.90044293e-01
2.74997168e+00  7.87557663e-01  2.91051736e-01
2.76208740e+00  7.87594395e-01  2.92072193e-01
2.77425650e+00  7.87611656e-01  2.93139151e-01
2.78647922e+00  7.87607913e-01  2.94236585e-01
2.79875578e+00  7.87592295e-01  2.95417551e-01
2.81108643e+00  7.87565453e-01  2.96662763e-01
2.82347141e+00  7.87623827e-01  2.98110450e-01
2.83591095e+00  7.87837296e-01  2.99557044e-01
2.84840530e+00  7.88163036e-01  3.01008757e-01
2.86095470e+00  7.88601485e-01  3.02430249e-01
2.87355938e+00  7.89135954e-01  3.03793666e-01
2.88621960e+00  7.89761549e-01  3.05090998e-01
2.89893560e+00  7.90450622e-01  3.06262409e-01
2.91170762e+00  7.91174084e-01  3.07322349e-01
2.92453591e+00  7.91861201e-01  3.08195485e-01
2.93742072e+00  7.92458410e-01  3.08993930e-01
2.95036229e+00  7.92936296e-01  3.09691298e-01
2.96336089e+00  7.93278992e-01  3.10411436e-01
2.97641675e+00  7.93523716e-01  3.11165212e-01
2.98953013e+00  7.93687666e-01  3.11985477e-01
3.00270129e+00  7.93805104e-01  3.12897852e-01
3.01593048e+00  7.93910529e-01  3.13905149e-01
3.02921795e+00  7.94069187e-01  3.15029775e-01
3.04256396e+00  7.94303946e-01  3.16162908e-01
3.05596878e+00  7.94580535e-01  3.17304958e-01
3.06943265e+00  7.94907013e-01  3.18472669e-01
3.08295584e+00  7.95352008e-01  3.19668785e-01
3.09653861e+00  7.95886199e-01  3.20705732e-01
3.11018122e+00  7.96395893e-01  3.21614723e-01
3.12388394e+00  7.96843915e-01  3.22440677e-01
3.13764702e+00  7.97221708e-01  3.23204664e-01
3.15147075e+00  7.97499685e-01  3.23895722e-01
3.16535538e+00  7.97603173e-01  3.24539779e-01
3.17930118e+00  7.97555233e-01  3.25307123e-01
3.19330843e+00  7.97412692e-01  3.26156854e-01
3.20737738e+00  7.97208146e-01  3.27155357e-01
3.22150832e+00  7.96969332e-01  3.28253088e-01
3.23570152e+00  7.96727216e-01  3.29508632e-01
3.24995725e+00  7.96475636e-01  3.30833963e-01
3.26427579e+00  7.96241357e-01  3.32366171e-01
3.27865741e+00  7.96074840e-01  3.34007285e-01
3.29310240e+00  7.96013286e-01  3.35831359e-01
3.30761102e+00  7.96091720e-01  3.37729172e-01
3.32218357e+00  7.96325778e-01  3.39747901e-01
3.33682032e+00  7.96759172e-01  3.41813475e-01
3.35152156e+00  7.97396497e-01  3.43895732e-01
3.36628756e+00  7.98296860e-01  3.45979081e-01
3.38111862e+00  7.99401904e-01  3.47849000e-01
3.39601503e+00  8.00692136e-01  3.49642505e-01
3.41097706e+00  8.02083543e-01  3.51083631e-01
3.42600501e+00  8.03521501e-01  3.52432576e-01
3.44109918e+00  8.04957375e-01  3.53429727e-01
3.45625984e+00  8.06331780e-01  3.54336887e-01
3.47148730e+00  8.07620150e-01  3.54960178e-01
3.48678184e+00  8.08781816e-01  3.55519316e-01
3.50214378e+00  8.09798974e-01  3.55864141e-01
3.51757339e+00  8.10613460e-01  3.56171700e-01
3.53307098e+00  8.11253390e-01  3.56428039e-01
3.54863685e+00  8.11699545e-01  3.56678197e-01
3.56427130e+00  8.11972598e-01  3.56977515e-01
3.57997463e+00  8.12004284e-01  3.57280320e-01
3.59574714e+00  8.11912903e-01  3.57921224e-01
3.61158915e+00  8.11760354e-01  3.58582917e-01
3.62750095e+00  8.11596250e-01  3.59573216e-01
3.64348286e+00  8.11472551e-01  3.60567958e-01
3.65953517e+00  8.11404472e-01  3.61819146e-01
3.67565822e+00  8.11466513e-01  3.63073528e-01
3.69185229e+00  8.11614923e-01  3.64393632e-01
3.70811771e+00  8.11879159e-01  3.65708905e-01
3.72445480e+00  8.12195582e-01  3.66939261e-01
3.74086386e+00  8.12531306e-01  3.68160726e-01
3.75734521e+00  8.12868150e-01  3.69313946e-01
3.77389918e+00  8.13171877e-01  3.70463204e-01
3.79052608e+00  8.13461865e-01  3.71626502e-01
3.80722624e+00  8.13732201e-01  3.72789925e-01
3.82399997e+00  8.14008825e-01  3.74014224e-01
3.84084760e+00  8.14316037e-01  3.75235461e-01
3.85776947e+00  8.14652984e-01  3.76470088e-01
3.87476588e+00  8.15039152e-01  3.77680412e-01
3.89183718e+00  8.15416662e-01  3.78788253e-01
3.90898368e+00  8.15747622e-01  3.79876903e-01
3.92620573e+00  8.15998924e-01  3.80892749e-01
3.94350366e+00  8.16116483e-01  3.81932080e-01
3.96087780e+00  8.16138741e-01  3.83076861e-01
3.97832849e+00  8.16046828e-01  3.84295954e-01
3.99585605e+00  8.15964363e-01  3.85846293e-01
4.01346084e+00  8.15988768e-01  3.87475163e-01
4.03114320e+00  8.16184399e-01  3.89348318e-01
4.04890345e+00  8.16637622e-01  3.91207837e-01
4.06674196e+00  8.17314434e-01  3.93044988e-01
4.08465906e+00  8.18246654e-01  3.94762083e-01
4.10265509e+00  8.19318011e-01  3.96152938e-01
4.12073041e+00  8.20444706e-01  3.97324487e-01
4.13888537e+00  8.21438021e-01  3.98031594e-01
4.15712031e+00  8.22164296e-01  3.98654108e-01
4.17543560e+00  8.22621385e-01  3.99112582e-01
4.19383157e+00  8.22772885e-01  3.99641755e-01
4.21230859e+00  8.22704240e-01  4.00291689e-01
4.23086702e+00  8.22448001e-01  4.01092526e-01
4.24950722e+00  8.22096479e-01  4.02151622e-01
4.26822953e+00  8.21710987e-01  4.03370592e-01
4.28703434e+00  8.21361949e-01  4.04845749e-01
4.30592199e+00  8.21098513e-01  4.06411328e-01
4.32489286e+00  8.20901926e-01  4.08104158e-01
4.34394731e+00  8.20788631e-01  4.09877011e-01
4.36308570e+00  8.20772913e-01  4.11740875e-01
4.38230842e+00  8.20863585e-01  4.13636936e-01
4.40161583e+00  8.21064088e-01  4.15567683e-01
4.42100830e+00  8.21356742e-01  4.17455732e-01
4.44048621e+00  8.21674247e-01  4.19303403e-01
4.46004993e+00  8.22008020e-01  4.21185581e-01
4.47969985e+00  8.22386730e-01  4.23099840e-01
4.49943634e+00  8.22825947e-01  4.25050260e-01
4.51925979e+00  8.23346675e-01  4.27031831e-01
4.53917057e+00  8.23961618e-01  4.29024151e-01
4.55916908e+00  8.24684438e-01  4.31022944e-01
4.57925569e+00  8.25530526e-01  4.33003352e-01
4.59943080e+00  8.26556938e-01  4.34967528e-01
4.61969480e+00  8.27730101e-01  4.36728037e-01
4.64004807e+00  8.29008961e-01  4.38364526e-01
4.66049102e+00  8.30349312e-01  4.39722473e-01
4.68102403e+00  8.31734779e-01  4.40901712e-01
4.70164751e+00  8.33023105e-01  4.41601322e-01
4.72236185e+00  8.33981466e-01  4.42055345e-01
4.74316745e+00  8.34564352e-01  4.42373751e-01
4.76406472e+00  8.34617798e-01  4.42628151e-01
4.78505406e+00  8.34306782e-01  4.43384852e-01
4.80613586e+00  8.33764932e-01  4.44336712e-01
4.82731055e+00  8.33213855e-01  4.46029554e-01
4.84857854e+00  8.33001494e-01  4.48000376e-01
4.86994022e+00  8.33130092e-01  4.50140707e-01
4.89139602e+00  8.33724978e-01  4.52332243e-01
4.91294634e+00  8.34561197e-01  4.54028191e-01
4.93459161e+00  8.35413500e-01  4.55584671e-01
4.95633225e+00  8.36201184e-01  4.56791359e-01
4.97816867e+00  8.36771973e-01  4.57905521e-01
5.00010130e+00  8.37202364e-01  4.59051105e-01
5.02213055e+00  8.37542229e-01  4.60199349e-01
5.04425686e+00  8.37824430e-01  4.61400911e-01
5.06648066e+00  8.38099405e-01  4.62609570e-01
5.08880237e+00  8.38329131e-01  4.63744773e-01
5.11122242e+00  8.38489318e-01  4.64862241e-01
5.13374125e+00  8.38510890e-01  4.65856491e-01
5.15635929e+00  8.38219249e-01  4.66829733e-01
5.17907698e+00  8.37760182e-01  4.68170460e-01
5.20189476e+00  8.37128208e-01  4.69534245e-01
5.22481307e+00  8.36549481e-01  4.71600848e-01
5.24783235e+00  8.36317616e-01  4.73694299e-01
5.27095305e+00  8.36318959e-01  4.75861495e-01
5.29417562e+00  8.36739422e-01  4.78023596e-01
5.31750049e+00  8.37208891e-01  4.79426518e-01
5.34092814e+00  8.37443275e-01  4.80795818e-01
5.36445899e+00  8.37398047e-01  4.81773030e-01
5.38809352e+00  8.36793524e-01  4.82768048e-01
5.41183218e+00  8.35910823e-01  4.84238475e-01
5.43567542e+00  8.34810803e-01  4.85747850e-01
5.45962372e+00  8.33601564e-01  4.87851265e-01
5.48367752e+00  8.32344832e-01  4.89990315e-01
5.50783730e+00  8.31098390e-01  4.92718391e-01
5.53210352e+00  8.29939582e-01  4.95478376e-01
5.55647665e+00  8.28852210e-01  4.98688520e-01
5.58095716e+00  8.27863400e-01  5.01938107e-01
5.60554553e+00  8.26933618e-01  5.05562998e-01
5.63024223e+00  8.26001801e-01  5.09273669e-01
5.65504774e+00  8.25164285e-01  5.13640901e-01
5.67996253e+00  8.24439741e-01  5.18204749e-01
5.70498709e+00  8.24196814e-01  5.23889497e-01
5.73012191e+00  8.24805361e-01  5.29680180e-01
5.75536746e+00  8.26345725e-01  5.35956820e-01
5.78072424e+00  8.29113085e-01  5.42010374e-01
5.80619273e+00  8.32799201e-01  5.47366683e-01
5.83177344e+00  8.37432044e-01  5.52230128e-01
5.85746684e+00  8.42560379e-01  5.55461948e-01
5.88327345e+00  8.47932625e-01  5.58011550e-01
5.90919375e+00  8.52953918e-01  5.58469933e-01
5.93522825e+00  8.57059649e-01  5.58477877e-01
5.96137745e+00  8.60012917e-01  5.57319077e-01
5.98764186e+00  8.61458524e-01  5.56529610e-01
6.01402199e+00  8.62193686e-01  5.56631245e-01
6.04051834e+00  8.62583266e-01  5.57227979e-01
6.06713142e+00  8.63160105e-01  5.58867945e-01
6.09386176e+00  8.64223873e-01  5.60378264e-01
6.12070986e+00  8.65289334e-01  5.61672505e-01
6.14767625e+00  8.66188278e-01  5.62978029e-01
6.17476145e+00  8.66795578e-01  5.64308135e-01
6.20196598e+00  8.67167141e-01  5.66183759e-01
6.22929037e+00  8.67931677e-01  5.68867606e-01
6.25673514e+00  8.69386975e-01  5.71581628e-01
6.28430082e+00  8.71644295e-01  5.74339900e-01
6.31198795e+00  8.74618478e-01  5.76207227e-01
6.33979707e+00  8.77550627e-01  5.76915446e-01
6.36772871e+00  8.80060426e-01  5.77020439e-01
6.39578340e+00  8.81873379e-01  5.76408202e-01
6.42396170e+00  8.82882391e-01  5.75849053e-01
6.45226415e+00  8.83251035e-01  5.75343677e-01
6.48069129e+00  8.83099611e-01  5.75232008e-01
6.50924367e+00  8.82630042e-01  5.75486861e-01
6.53792185e+00  8.82019812e-01  5.76218388e-01
6.56672638e+00  8.81546121e-01  5.77329507e-01
6.59565781e+00  8.81192439e-01  5.78378007e-01
6.62471671e+00  8.80761713e-01  5.79379361e-01
6.65390363e+00  8.80131791e-01  5.80298511e-01
6.68321915e+00  8.79077626e-01  5.81157087e-01
6.71266382e+00  8.77548067e-01  5.82327222e-01
6.74223822e+00  8.75314729e-01  5.83702530e-01
6.77194292e+00  8.72706670e-01  5.86493054e-01
6.80177848e+00  8.70161152e-01  5.90078773e-01
6.83174550e+00  8.68210447e-01  5.95338574e-01
6.86184455e+00  8.67884047e-01  6.01450057e-01
6.89207620e+00  8.69001812e-01  6.07058843e-01
6.92244105e+00  8.71447174e-01  6.12402298e-01
6.95293967e+00  8.74523935e-01  6.15816944e-01
6.98357267e+00  8.77371149e-01  6.18473303e-01
7.01434063e+00  8.79777022e-01  6.20083820e-01
7.04524414e+00  8.81318508e-01  6.21297158e-01
7.07628381e+00  8.82182654e-01  6.22695040e-01
7.10746023e+00  8.82368048e-01  6.24150036e-01
7.13877401e+00  8.82281407e-01  6.26658829e-01
7.17022575e+00  8.82401542e-01  6.29492846e-01
7.20181606e+00  8.82877163e-01  6.32916281e-01
7.23354555e+00  8.84101550e-01  6.36488990e-01
7.26541483e+00  8.85785589e-01  6.39459809e-01
7.29742451e+00  8.87915779e-01  6.42296547e-01
7.32957523e+00  8.89897557e-01  6.43609309e-01
7.36186759e+00  8.90801467e-01  6.44665508e-01
7.39430223e+00  8.91092342e-01  6.46287772e-01
7.42687976e+00  8.90836634e-01  6.47986247e-01
7.45960083e+00  8.90524114e-01  6.51028756e-01
7.49246605e+00  8.90820069e-01  6.54252613e-01
7.52547607e+00  8.91420603e-01  6.57422812e-01
7.55863153e+00  8.92184028e-01  6.60575820e-01
7.59193306e+00  8.93046348e-01  6.63672170e-01
7.62538131e+00  8.93924273e-01  6.66751659e-01
7.65897693e+00  8.94877993e-01  6.69965904e-01
7.69272056e+00  8.95974927e-01  6.73173555e-01
7.72661285e+00  8.97131484e-01  6.76323883e-01
7.76065447e+00  8.98188172e-01  6.79470867e-01
7.79484606e+00  8.99441335e-01  6.83156738e-01
7.82918830e+00  9.01235576e-01  6.86818123e-01
7.86368184e+00  9.03434308e-01  6.90231370e-01
7.89832735e+00  9.06428287e-01  6.93541337e-01
7.93312550e+00  9.09126490e-01  6.94620123e-01
7.96807696e+00  9.10294090e-01  6.95808332e-01
8.00318241e+00  9.11068611e-01  6.98173869e-01
